Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree,School,Major,Degree,School,Major,Degree,School,Major
244734,Operations Generalist,Operations,New Application,1/30/17,Website,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
53830,System Engineer,Engineering,Offer Sent,9/12/16,Campus Event,1,Campus,PhD,Columbia,Economics,Bachelors,Columbia,Computer Science,,,,,,
127715,Financial Analyst,Finance,New Application,10/31/18,Career Fair,0,Campus,Bachelors,Columbia,English,,,,,,,,,
6120,System Engineer,Engineering,New Application,10/31/16,Career Fair,0,Campus,Bachelors,MIT,English,,,,,,,,,
89618,System Engineer,Engineering,New Application,12/22/17,Advertisement,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
6073301,Associate Relationship Manager,Sales,Phone Screen,12/19/17,Campus Job Board,2,Campus,Bachelors,Georgia Tech,English,Bachelors,University of Texas,Mathematics,,,,,,
1792997,System Engineer,Engineering,New Application,2/28/18,Campus Job Board,1,Campus,Masters,UC Berkeley,Computer Science,Bachelors,University of Texas,English,Bachelors,University of Texas,English,,,
165771,System Engineer,Engineering,New Application,9/4/18,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
3636767,Associate Product Manager,Product,New Application,9/19/17,Career Fair,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
118887,Business Operations Manager,Operations,New Application,9/9/16,Website,5,Experienced,Bachelors,Georgia Tech,Economics,,,,,,,,,
107516,Associate Relationship Manager,Sales,New Application,8/1/18,Career Fair,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
180771,Associate Relationship Manager,Sales,New Application,10/12/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,
331106,Associate Relationship Manager,Sales,New Application,10/18/18,Campus Job Board,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
1239234,Associate Relationship Manager,Sales,New Application,10/8/18,Campus Event,0,Campus,Bachelors,Columbia,Economics,Bachelors,Columbia,English,,,,,,
112409,System Engineer,Engineering,New Application,1/16/18,Campus Job Board,3,Campus,Bachelors,University of Michigan,Computer Science,Masters,MIT,Economics,Masters,Vanderbilt,Statistics,,,
6244016,System Engineer,Engineering,Phone Screen,9/10/16,Website,4,Campus,PhD,Columbia,Mathematics,Bachelors,UC Berkeley,Statistics,,,,,,
3000984,System Engineer,Engineering,New Application,12/22/18,Campus Event,0,Campus,Bachelors,MIT,Physics,,,,,,,,,
894867,System Engineer,Engineering,New Application,9/6/17,Career Fair,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
1822541,Associate Relationship Manager,Sales,New Application,10/16/18,Campus Event,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
398252,Financial Analyst,Finance,New Application,9/16/16,Campus Job Board,0,Campus,Bachelors,NYU,English,,,,,,,,,
4946784,System Engineer,Engineering,In-House Interview,1/29/18,Campus Job Board,0,Campus,Bachelors,Harvard,English,,,,,,,,,
6141092,Sr. Business Analyst,IT,Phone Screen,7/10/17,Career Fair,14,Experienced,Bachelors,Vanderbilt,Mathematics,PhD,NYU,Mathematics,,,,,,
3274377,Associate Relationship Manager,Sales,New Application,12/8/17,Campus Event,0,Campus,Bachelors,University of Michigan,Computer Science,,,,,,,,,
4058034,System Engineer,Engineering,New Application,12/10/16,Campus Event,2,Campus,Bachelors,University of Texas,Computer Science,PhD,NYU,English,,,,,,
1523411,Associate Product Manager,Product,New Application,1/5/18,Campus Job Board,0,Campus,Bachelors,NYU,Physics,,,,,,,,,
358926,System Engineer,Engineering,New Application,3/14/18,Campus Job Board,0,Campus,Masters,University of Texas,Economics,Bachelors,UC Berkeley,Computer Science,Bachelors,UC Berkeley,Statistics,,,
139812,Sr. Product Manager,Product,New Application,12/21/16,Agency,4,Experienced,Bachelors,Harvard,English,Bachelors,Columbia,Mathematics,Bachelors,Columbia,Political Science,,,
461237,System Engineer,Engineering,In-House Interview,1/19/16,Campus Event,3,Campus,PhD,Harvard,Computer Science,Bachelors,University of Texas,Statistics,,,,,,
2986557,Associate Relationship Manager,Sales,New Application,2/19/18,Campus Job Board,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
2858334,Associate Product Manager,Product,New Application,9/30/17,Campus Event,0,Campus,Bachelors,MIT,Political Science,,,,,,,,,
809222,Associate Product Manager,Product,New Application,10/11/18,Campus Event,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
729596,Sr. Customer Service Operations Associate,Operations,New Application,9/12/18,Outsourced,9,Experienced,Bachelors,Columbia,Mathematics,,,,,,,,,
144284,Associate Product Manager,Product,New Application,11/16/16,Campus Job Board,0,Campus,Bachelors,NYU,English,,,,,,,,,
2870084,Associate Product Manager,Product,New Application,12/6/18,Campus Event,1,Campus,Bachelors,Vanderbilt,Mathematics,Bachelors,Vanderbilt,Computer Science,,,,,,
5324252,Sr. Customer Service Operations Associate,Operations,In-House Interview,5/5/17,Outsourced,12,Experienced,Bachelors,University of Texas,Mathematics,,,,,,,,,
6142574,Financial Analyst,Finance,New Application,3/5/16,Campus Job Board,0,Campus,Bachelors,University of Washington,Sociology,Bachelors,MIT,Statistics,,,,,,
182765,System Engineer,Engineering,New Application,8/12/18,Career Fair,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,
2917334,Account Executive,Sales,In-House Interview,12/14/18,Agency,3,Experienced,PhD,MIT,Music,Bachelors,Vanderbilt,Mathematics,,,,,,
385332,Operations Coordinator,Operations,New Application,1/22/18,Campus Job Board,0,Campus,Bachelors,Columbia,Political Science,,,,,,,,,
2250584,Associate Relationship Manager,Sales,New Application,10/24/17,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Economics,,,,,,,,,
974816,Associate Product Manager,Product,New Application,10/27/17,Campus Job Board,0,Campus,Bachelors,University of Washington,Physics,,,,,,,,,
15026,System Engineer,Engineering,New Application,1/20/18,Website,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
59418,System Engineer,Engineering,New Application,12/14/18,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Mathematics,,,,,,,,,
84680,Operations Coordinator,Operations,New Application,9/5/17,Career Fair,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
159572,Operations Coordinator,Operations,New Application,9/9/17,Website,3,Campus,Bachelors,NYU,Sociology,PhD,University of Texas,Political Science,,,,,,
9368,System Engineer,Engineering,New Application,12/22/17,Advertisement,0,Campus,Bachelors,University of Texas,Physics,,,,,,,,,
147995,System Engineer,Engineering,New Application,11/13/18,Career Fair,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
679157,Sr. Customer Service Operations Associate,Operations,New Application,8/23/16,Outsourced,12,Experienced,Masters,Columbia,Statistics,Bachelors,University of Michigan,Management,Bachelors,University of Michigan,Political Science,,,
176220,System Engineer,Engineering,New Application,2/12/16,Career Fair,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,
3088302,Associate Relationship Manager,Sales,New Application,1/20/18,Campus Job Board,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
1939442,Finance Manager,Finance,New Application,12/11/16,Agency,5,Experienced,Bachelors,Vanderbilt,Economics,,,,,,,,,
596477,System Engineer,Engineering,New Application,1/27/18,Website,1,Campus,Masters,Columbia,English,Bachelors,University of Michigan,Computer Science,Bachelors,University of Michigan,Mathematics,,,
828366,Associate Relationship Manager,Sales,New Application,2/27/18,Campus Job Board,1,Campus,Bachelors,NYU,Sociology,Bachelors,MIT,English,,,,,,
683459,Operations Generalist,Operations,New Application,12/22/18,Campus Job Board,0,Campus,Masters,UC Berkeley,Mathematics,Bachelors,MIT,Mathematics,,,,,,
5189411,Sr. Customer Service Operations Associate,Operations,New Application,3/5/18,Outsourced,9,Experienced,Masters,Columbia,Sociology,Bachelors,Columbia,Business,,,,,,
3355481,System Engineer,Engineering,New Application,3/29/16,Website,2,Campus,Bachelors,Georgia Tech,Mathematics,PhD,Columbia,Statistics,,,,,,
2046362,Sr. Software Engineer,Engineering,New Application,6/20/18,Agency,6,Experienced,Bachelors,Columbia,Statistics,Masters,NYU,Computer Science,Masters,University of Washington,Mathematics,,,
6133574,System Engineer,Engineering,Phone Screen,10/22/18,Campus Event,0,Campus,PhD,NYU,Computer Science,Masters,Harvard,English,Bachelors,Harvard,Computer Science,,,
6110871,System Engineer,Engineering,Phone Screen,9/28/17,Campus Event,2,Campus,Bachelors,UC Berkeley,Mathematics,Masters,MIT,Computer Science,PhD,UC Berkeley,Computer Science,,,
3060,System Engineer,Engineering,In-house Interview,9/5/17,Career Fair,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
315834,Sr. Product Manager,Product,In-House Interview,10/6/17,Agency,6,Experienced,Bachelors,Columbia,Statistics,,,,,,,,,
4752681,System Engineer,Engineering,New Application,1/3/17,Campus Job Board,0,Campus,Bachelors,Columbia,English,,,,,,,,,
132602,Associate Relationship Manager,Sales,New Application,10/21/18,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
6171542,Operations Generalist,Operations,New Application,11/3/16,Campus Job Board,2,Campus,PhD,MIT,Economics,Bachelors,NYU,Sociology,,,,,,
6192024,System Engineer,Engineering,Phone Screen,9/3/16,Campus Event,1,Campus,Bachelors,Georgia Tech,Statistics,PhD,Columbia,Physics,,,,,,
310002,IT Analyst,IT,New Application,9/2/18,Campus Job Board,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
3020276,Operations Coordinator,Operations,New Application,10/10/17,Website,1,Campus,Masters,Harvard,Economics,Bachelors,NYU,Sociology,,,,,,
3211727,Financial Analyst,Finance,New Application,3/29/17,Website,0,Campus,Masters,Harvard,Business,Bachelors,Columbia,Statistics,Bachelors,Columbia,Management,,,
4956126,Associate Relationship Manager,Sales,In-House Interview,10/2/17,Website,0,Campus,Bachelors,Harvard,Management,Bachelors,NYU,Mathematics,,,,,,
142121,Operations Coordinator,Operations,New Application,11/22/17,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,
6167591,System Engineer,Engineering,New Application,11/30/18,Campus Job Board,1,Campus,PhD,Harvard,Computer Science,Bachelors,UC Berkeley,Statistics,,,,,,
79886,System Engineer,Engineering,New Application,9/27/18,Career Fair,3,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
3502484,System Engineer,Engineering,New Application,12/7/16,Campus Job Board,1,Campus,Bachelors,Vanderbilt,Computer Science,Bachelors,MIT,Physics,Bachelors,MIT,Statistics,,,
2209334,Associate Relationship Manager,Sales,New Application,10/26/18,Campus Event,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
62496,System Engineer,Engineering,New Application,8/4/18,Campus Event,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,
6135677,Associate Relationship Manager,Sales,Phone Screen,1/28/18,Campus Job Board,0,Campus,Bachelors,University of Washington,Mathematics,,,,,,,,,
103697,Associate Relationship Manager,Sales,New Application,8/10/18,Campus Job Board,0,Campus,Bachelors,Columbia,Economics,Bachelors,Harvard,Management,,,,,,
2528459,System Engineer,Engineering,In-House Interview,9/11/17,Campus Job Board,0,Campus,Bachelors,University of Washington,Computer Science,Bachelors,MIT,Mathematics,Bachelors,MIT,Computer Science,,,
281459,System Engineer,Engineering,New Application,10/14/18,Campus Job Board,3,Campus,Bachelors,Columbia,Computer Science,PhD,Columbia,Physics,,,,,,
140084,Operations Coordinator,Operations,New Application,2/12/17,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
291761,Sr. Customer Service Operations Associate,Operations,New Application,5/3/18,Outsourced,15,Experienced,Bachelors,Columbia,Statistics,,,,,,,,,
4780167,Associate Product Manager,Product,New Application,9/21/16,Website,0,Campus,Bachelors,University of Texas,Statistics,PhD,NYU,Computer Science,,,,,,
1508282,Associate Product Manager,Product,New Application,11/21/18,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
148106,Associate Product Manager,Product,New Application,8/1/18,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
6188156,Associate Relationship Manager,Sales,Phone Screen,1/11/18,Website,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
88785,System Engineer,Engineering,New Application,12/7/16,Career Fair,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,
243141,Associate Product Manager,Product,New Application,10/7/18,Campus Job Board,3,Campus,Bachelors,Georgia Tech,English,PhD,Columbia,Computer Science,,,,,,
5428172,Sr. Customer Service Operations Associate,Operations,New Application,9/4/16,Outsourced,8,Experienced,Bachelors,NYU,Economics,Bachelors,Harvard,Mathematics,,,,,,
129521,Account Executive,Sales,New Application,3/26/17,Advertisement,5,Experienced,Bachelors,Vanderbilt,Economics,,,,,,,,,
6228042,Sr. Product Manager,Product,Phone Screen,9/28/17,Advertisement,3,Experienced,Bachelors,NYU,Statistics,,,,,,,,,
1514996,IT Analyst,IT,New Application,8/20/17,Career Fair,1,Campus,Masters,Georgia Tech,Statistics,Bachelors,Harvard,Physics,,,,,,
6082107,Account Executive,Sales,Phone Screen,7/22/18,Agency,8,Experienced,Masters,UC Berkeley,Economics,Bachelors,Columbia,Mathematics,Bachelors,Columbia,Economics,,,
377867,System Engineer,Engineering,New Application,11/18/18,Campus Event,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
3013034,Associate Relationship Manager,Sales,New Application,12/18/18,Advertisement,0,Campus,Bachelors,University of Michigan,Economics,,,,,,,,,
384581,Finance Manager,Finance,New Application,7/22/17,Website,4,Experienced,Bachelors,Vanderbilt,Statistics,,,,,,,,,
24831,System Engineer,Engineering,New Application,11/1/18,Website,0,Campus,Bachelors,University of Michigan,Computer Science,,,,,,,,,
480102,Associate Product Manager,Product,New Application,1/28/17,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
355361,Business Operations Manager,Operations,New Application,9/30/18,Agency,4,Experienced,Bachelors,MIT,Economics,Bachelors,Columbia,Economics,,,,,,
330431,UX Designer,Product,New Application,2/8/16,Agency,5,Experienced,Bachelors,Columbia,Business,Bachelors,NYU,English,,,,,,
2721572,Associate Relationship Manager,Sales,New Application,1/31/17,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Physics,Masters,Harvard,Statistics,Masters,NYU,Computer Science,,,
242084,System Engineer,Engineering,New Application,11/23/16,Campus Job Board,0,Campus,Bachelors,University of Michigan,Economics,,,,,,,,,
6092111,Associate Relationship Manager,Sales,Phone Screen,11/29/18,Campus Job Board,0,Campus,Masters,Harvard,Computer Science,Bachelors,Columbia,Mathematics,Bachelors,Columbia,Computer Science,,,
6270702,Associate Product Manager,Product,Phone Screen,10/15/17,Campus Job Board,0,Campus,PhD,Columbia,Statistics,Bachelors,Harvard,Statistics,,,,,,
352527,Financial Analyst,Finance,New Application,12/30/18,Campus Job Board,0,Campus,Bachelors,Harvard,Management,,,,,,,,,
4303607,IT Analyst,IT,New Application,11/8/17,Campus Job Board,1,Campus,Bachelors,Georgia Tech,Computer Science,PhD,Harvard,Computer Science,,,,,,
2355459,UX Designer,Product,In-House Interview,10/23/18,Career Fair,8,Experienced,Bachelors,University of Texas,Statistics,,,,,,,,,
1131851,System Engineer,Engineering,New Application,10/12/18,Campus Job Board,1,Campus,Bachelors,NYU,Computer Science,Masters,Columbia,English,Masters,University of Washington,Computer Science,,,
239459,System Engineer,Engineering,New Application,1/17/16,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
2248512,Business Operations Manager,Operations,New Application,4/11/16,Career Fair,6,Experienced,Bachelors,University of Michigan,Statistics,,,,,,,,,
6099074,Account Executive,Sales,New Application,11/25/17,Internal Referral,4,Experienced,Masters,MIT,Physics,Bachelors,NYU,Mathematics,,,,,,
6024917,Associate Relationship Manager,Sales,New Application,10/15/17,Website,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,
6196452,System Engineer,Engineering,Phone Screen,11/22/17,Career Fair,2,Campus,Bachelors,UC Berkeley,Mathematics,PhD,Harvard,Mathematics,,,,,,
4131497,System Engineer,Engineering,New Application,11/30/17,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
3674084,Financial Analyst,Finance,New Application,11/11/17,Campus Event,0,Campus,Bachelors,Columbia,Management,,,,,,,,,
317796,Associate Relationship Manager,Sales,New Application,9/10/17,Career Fair,1,Campus,Masters,Columbia,Business,Bachelors,MIT,Business,Bachelors,MIT,Mathematics,,,
7316,System Engineer,Engineering,New Application,8/18/18,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,
3115241,Associate Product Manager,Product,In-House Interview,11/26/18,Advertisement,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,
2991362,Associate Relationship Manager,Sales,Phone Screen,8/6/18,Campus Event,3,Campus,PhD,NYU,Statistics,Masters,Georgia Tech,Statistics,Bachelors,NYU,Computer Science,,,
666347,Operations Coordinator,Operations,New Application,9/24/16,Career Fair,0,Campus,Bachelors,Georgia Tech,English,,,,,,,,,
199343,Operations Coordinator,Operations,New Application,1/6/18,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Statistics,,,,,,,,,
1117556,Operations Coordinator,Operations,New Application,1/18/16,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
187211,Associate Relationship Manager,Sales,New Application,10/23/17,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Physics,,,,,,,,,
6078246,System Engineer,Engineering,New Application,10/6/18,Campus Event,2,Campus,PhD,MIT,Statistics,Bachelors,NYU,Physics,,,,,,
315834,Sr. Customer Service Operations Associate,Operations,New Application,10/6/17,Agency,6,Experienced,Bachelors,Columbia,Statistics,,,,,,,,,
201746,Business Operations Manager,Operations,New Application,4/22/17,Website,8,Experienced,Bachelors,UC Berkeley,Sociology,Bachelors,University of Washington,Economics,,,,,,
114891,Associate Relationship Manager,Sales,New Application,10/22/18,Campus Job Board,1,Campus,Masters,Columbia,Music,Bachelors,NYU,English,,,,,,
3525992,Finance Manager,Finance,New Application,12/2/18,Website,4,Experienced,Masters,Harvard,Sociology,Bachelors,Vanderbilt,Economics,Bachelors,Vanderbilt,Economics,,,
3570617,System Engineer,Engineering,New Application,1/11/18,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,Masters,NYU,Economics,Masters,Harvard,Computer Science,,,
6103331,Operations Coordinator,Operations,New Application,12/24/18,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,Masters,Harvard,Computer Science,Masters,University of Washington,Computer Science,,,
104667,Associate Product Manager,Product,New Application,1/6/16,Campus Event,0,Campus,Bachelors,NYU,Mathematics,PhD,University of Texas,Statistics,,,,,,
6363899,Sr. Customer Service Operations Associate,Operations,New Application,8/20/17,Agency,5,Experienced,Bachelors,University of Michigan,Management,,,,,,,,,
3703542,Associate Relationship Manager,Sales,In-House Interview,10/3/16,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,Bachelors,University of Texas,Psychology,,,,,,
4420347,Sr. Customer Service Operations Associate,Operations,New Application,5/2/17,Agency,13,Experienced,Bachelors,University of Texas,Statistics,,,,,,,,,
183557,System Engineer,Engineering,New Application,9/10/18,Campus Event,1,Campus,Bachelors,MIT,Mathematics,PhD,UC Berkeley,Computer Science,,,,,,
6073826,System Engineer,Engineering,Phone Screen,9/22/18,Campus Event,0,Campus,PhD,Vanderbilt,Economics,Bachelors,UC Berkeley,Mathematics,,,,,,
6114237,Associate Product Manager,Product,New Application,9/26/16,Campus Event,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,
969542,System Engineer,Engineering,In-House Interview,12/25/17,Advertisement,3,Campus,Masters,NYU,Statistics,Bachelors,University of Texas,Statistics,PhD,University of Texas,Computer Science,,,
4523807,Financial Analyst,Finance,New Application,9/22/18,Advertisement,0,Campus,Masters,NYU,Economics,Bachelors,UC Berkeley,Economics,Bachelors,UC Berkeley,Political Science,,,
6085916,Account Executive,Sales,Phone Screen,1/7/18,Agency,4,Experienced,Bachelors,MIT,Political Science,,,,,,,,,
185780,Operations Coordinator,Operations,New Application,10/10/16,Advertisement,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,
5820227,Associate Relationship Manager,Sales,New Application,1/28/18,Campus Job Board,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,
167490,System Engineer,Engineering,New Application,10/20/18,Career Fair,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,
465482,Associate Relationship Manager,Sales,In-House Interview,1/6/18,Campus Job Board,0,Campus,Bachelors,MIT,Economics,Bachelors,Columbia,Economics,,,,,,
154316,Associate Relationship Manager,Sales,New Application,10/3/18,Advertisement,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,
375647,Associate Relationship Manager,Sales,New Application,12/12/18,Campus Job Board,0,Campus,Bachelors,Columbia,Economics,,,,,,,,,
3583797,Operations Coordinator,Operations,New Application,8/18/18,Campus Event,2,Campus,PhD,NYU,Mathematics,Masters,Columbia,Mathematics,Masters,Harvard,Economics,Bachelors,Columbia,Statistics
381587,Associate Relationship Manager,Sales,New Application,10/25/18,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
6080822,Sr. Customer Service Operations Associate,Operations,Phone Screen,8/10/16,Outsourced,12,Experienced,Bachelors,University of Michigan,English,Bachelors,MIT,Economics,,,,,,
804476,Associate Relationship Manager,Sales,New Application,12/5/18,Campus Job Board,1,Campus,Bachelors,Harvard,Economics,Bachelors,Harvard,Statistics,,,,,,
112272,Associate Relationship Manager,Sales,New Application,11/9/18,Campus Event,0,Campus,Bachelors,Georgia Tech,Statistics,,,,,,,,,
5513361,IT Analyst,IT,New Application,8/16/18,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,
53825,System Engineer,Engineering,New Application,11/10/18,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
5392334,Associate Relationship Manager,Sales,New Application,2/1/17,Campus Job Board,0,Campus,Masters,University of Texas,Mathematics,Bachelors,Columbia,Computer Science,Bachelors,Columbia,Economics,,,
968226,Associate Relationship Manager,Sales,New Application,8/28/18,Campus Job Board,0,Campus,Bachelors,NYU,Management,,,,,,,,,
663167,System Engineer,Engineering,New Application,10/6/18,Website,1,Campus,Masters,MIT,Computer Science,Bachelors,MIT,English,Bachelors,MIT,Mathematics,,,
296087,Associate Product Manager,Product,In-House Interview,11/23/18,Campus Job Board,2,Campus,Bachelors,MIT,Economics,PhD,Vanderbilt,Statistics,,,,,,
184362,System Engineer,Engineering,In-House Interview,9/10/18,Campus Event,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
2109962,System Engineer,Engineering,New Application,11/5/18,Campus Job Board,1,Campus,Bachelors,MIT,Computer Science,Masters,Harvard,Physics,Masters,MIT,Computer Science,,,
5877857,Associate Product Manager,Product,New Application,12/2/17,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
6342941,Associate Relationship Manager,Sales,Phone Screen,10/25/18,Website,0,Campus,Bachelors,University of Michigan,Political Science,,,,,,,,,
134306,Operations Coordinator,Operations,New Application,10/24/18,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
138968,System Engineer,Engineering,New Application,10/9/16,Campus Job Board,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
6280886,System Engineer,Engineering,Phone Screen,8/21/18,Career Fair,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
15872,System Engineer,Engineering,New Application,12/17/16,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
1312746,Operations Coordinator,Operations,New Application,9/17/16,Campus Event,0,Campus,Bachelors,Harvard,Mathematics,PhD,MIT,Mathematics,,,,,,
3954656,Associate Product Manager,Product,New Application,11/25/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
3996401,Associate Relationship Manager,Sales,In-House Interview,12/3/18,Campus Job Board,0,Campus,Bachelors,MIT,Management,,,,,,,,,
159545,System Engineer,Engineering,New Application,9/22/18,Career Fair,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,
940821,Associate Relationship Manager,Sales,New Application,10/7/18,Campus Job Board,1,Campus,Masters,Columbia,Sociology,Bachelors,MIT,Classics,,,,,,
6177849,Operations Generalist,Operations,New Application,9/30/18,Website,0,Campus,Masters,Columbia,Economics,Bachelors,Harvard,Economics,,,,,,
3127526,Finance Manager,Finance,In-House Interview,6/25/17,Website,4,Experienced,Bachelors,Columbia,Business,,,,,,,,,
5075237,Operations Coordinator,Operations,New Application,10/18/18,Campus Job Board,0,Campus,Bachelors,University of Michigan,Computer Science,Masters,UC Berkeley,English,Masters,University of Washington,Computer Science,,,
3056621,Associate Relationship Manager,Sales,New Application,10/12/18,Campus Event,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,
6207617,System Engineer,Engineering,Phone Screen,9/23/16,Campus Event,2,Campus,Bachelors,Columbia,Computer Science,PhD,Columbia,Computer Science,,,,,,
474047,Associate Product Manager,Product,New Application,2/23/18,Campus Job Board,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,
6291987,Operations Generalist,Operations,In-house Interview,1/31/17,Advertisement,0,Campus,Bachelors,MIT,Business,,,,,,,,,
3814406,System Engineer,Engineering,New Application,2/9/16,Campus Job Board,1,Campus,Bachelors,Columbia,Mathematics,Masters,UC Berkeley,Computer Science,Masters,Harvard,English,,,
234797,Sr. Business Analyst,IT,New Application,7/7/17,Agency,11,Experienced,Bachelors,University of Texas,Mathematics,,,,,,,,,
6098396,Associate Relationship Manager,Sales,Phone Screen,12/13/16,Campus Job Board,0,Campus,Bachelors,Harvard,English,,,,,,,,,
2823234,Associate Relationship Manager,Sales,New Application,2/12/16,Campus Job Board,0,Campus,Bachelors,University of Texas,Mathematics,Bachelors,Georgia Tech,Mathematics,,,,,,
6119556,Operations Generalist,Operations,New Application,2/3/18,Website,0,Campus,Bachelors,MIT,Business,,,,,,,,,
3039632,System Engineer,Engineering,Phone Screen,12/23/16,Campus Job Board,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,
373436,Financial Analyst,Finance,New Application,11/3/16,Website,2,Campus,Bachelors,NYU,Economics,PhD,Harvard,Statistics,,,,,,
6184352,System Engineer,Engineering,New Application,12/2/16,Career Fair,2,Campus,Bachelors,University of Washington,Economics,Masters,Harvard,Computer Science,Masters,Columbia,Physics,,,
208067,System Engineer,Engineering,New Application,10/12/18,Campus Job Board,0,Campus,Masters,Columbia,Mathematics,Bachelors,MIT,Computer Science,Bachelors,MIT,Computer Science,,,
3340196,Associate Product Manager,Product,New Application,1/15/17,Campus Job Board,2,Campus,Bachelors,NYU,Computer Science,PhD,Vanderbilt,Computer Science,,,,,,
205787,Associate Relationship Manager,Sales,New Application,11/8/17,Campus Job Board,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
1729262,Account Executive,Sales,In-House Interview,4/21/18,Agency,3,Experienced,Bachelors,UC Berkeley,Political Science,,,,,,,,,
4350111,Associate Product Manager,Product,New Application,9/11/16,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,
6086891,Associate Relationship Manager,Sales,Phone Screen,8/30/18,Career Fair,1,Campus,Bachelors,NYU,Management,Bachelors,MIT,English,,,,,,
5379332,System Engineer,Engineering,New Application,1/23/16,Website,0,Campus,Bachelors,UC Berkeley,Economics,,,,,,,,,
2943492,Associate Relationship Manager,Sales,New Application,9/1/17,Career Fair,2,Campus,Masters,UC Berkeley,Management,Bachelors,NYU,Economics,,,,,,
3907617,System Engineer,Engineering,New Application,2/7/18,Website,0,Campus,Bachelors,NYU,English,,,,,,,,,
